Jurisdiction,Month,Year,Number_fires
British Columbia,January,2017,1.0
British Columbia,February,2017,2.0
British Columbia,March,2017,10.0
British Columbia,April,2017,40.0
British Columbia,May,2017,91.0
British Columbia,June,2017,145.0
British Columbia,July,2017,622.0
British Columbia,August,2017,306.0
British Columbia,September,2017,115.0
British Columbia,October,2017,64.0
British Columbia,November,2017,4.0
British Columbia,December,2017,
Manitoba,January,2017,
Manitoba,February,2017,
Manitoba,March,2017,
Manitoba,April,2017,8.0
Manitoba,May,2017,43.0
Manitoba,June,2017,27.0
Manitoba,July,2017,142.0
Manitoba,August,2017,298.0
Manitoba,September,2017,33.0
Manitoba,October,2017,15.0
Manitoba,November,2017,
Manitoba,December,2017,
New Brunswick,March,2017,
New Brunswick,April,2017,16.0
New Brunswick,May,2017,25.0
New Brunswick,June,2017,16.0
New Brunswick,July,2017,39.0
New Brunswick,August,2017,79.0
New Brunswick,September,2017,35.0
New Brunswick,October,2017,33.0
New Brunswick,November,2017,2.0
New Brunswick,December,2017,
Newfoundland and Labrador,January,2017,
Newfoundland and Labrador,March,2017,
Newfoundland and Labrador,April,2017,
Newfoundland and Labrador,May,2017,18.0
Newfoundland and Labrador,June,2017,22.0
Newfoundland and Labrador,July,2017,20.0
Newfoundland and Labrador,August,2017,8.0
Newfoundland and Labrador,September,2017,4.0
Newfoundland and Labrador,October,2017,4.0
Newfoundland and Labrador,November,2017,6.0
Newfoundland and Labrador,December,2017,
Northwest Territories,January,2017,
Northwest Territories,February,2017,
Northwest Territories,April,2017,
Northwest Territories,May,2017,22.0
Northwest Territories,June,2017,33.0
Northwest Territories,July,2017,123.0
Northwest Territories,August,2017,77.0
Northwest Territories,September,2017,13.0
Northwest Territories,October,2017,
Northwest Territories,November,2017,
Northwest Territories,December,2017,
Nova Scotia,January,2017,
Nova Scotia,March,2017,
Nova Scotia,April,2017,82.0
Nova Scotia,May,2017,44.0
Nova Scotia,June,2017,11.0
Nova Scotia,July,2017,12.0
Nova Scotia,August,2017,15.0
Nova Scotia,September,2017,7.0
Nova Scotia,October,2017,5.0
Nova Scotia,November,2017,1.0
Ontario,January,2017,
Ontario,February,2017,1.0
Ontario,March,2017,4.0
Ontario,April,2017,23.0
Ontario,May,2017,46.0
Ontario,June,2017,40.0
Ontario,July,2017,230.0
Ontario,August,2017,369.0
Ontario,September,2017,38.0
Ontario,October,2017,30.0
Ontario,November,2017,
Ontario,December,2017,
Prince Edward Island,January,2017,0.0
Prince Edward Island,February,2017,0.0
Prince Edward Island,March,2017,0.0
Prince Edward Island,April,2017,0.0
Prince Edward Island,May,2017,0.0
Prince Edward Island,June,2017,0.0
Prince Edward Island,July,2017,0.0
Prince Edward Island,August,2017,0.0
Prince Edward Island,September,2017,0.0
Prince Edward Island,October,2017,0.0
Prince Edward Island,November,2017,0.0
Prince Edward Island,December,2017,0.0
Quebec,February,2017,1.0
Quebec,March,2017,
Quebec,April,2017,25.0
Quebec,May,2017,33.0
Quebec,June,2017,78.0
Quebec,July,2017,88.0
Quebec,August,2017,57.0
Quebec,September,2017,16.0
Quebec,October,2017,22.0
Quebec,November,2017,2.0
Quebec,December,2017,
Saskatchewan,January,2017,
Saskatchewan,February,2017,
Saskatchewan,March,2017,1.0
Saskatchewan,April,2017,16.0
Saskatchewan,May,2017,76.0
Saskatchewan,June,2017,15.0
Saskatchewan,July,2017,72.0
Saskatchewan,August,2017,138.0
Saskatchewan,September,2017,37.0
Saskatchewan,October,2017,13.0
Saskatchewan,November,2017,
Saskatchewan,December,2017,
Yukon,January,2017,
Yukon,March,2017,
Yukon,April,2017,3.0
Yukon,May,2017,9.0
Yukon,June,2017,45.0
Yukon,July,2017,32.0
Yukon,August,2017,25.0
Yukon,September,2017,1.0
Yukon,October,2017,
Yukon,November,2017,
Yukon,December,2017,
Alberta,January,2018,4.0
Alberta,February,2018,
Alberta,March,2018,19.0
Alberta,April,2018,97.0
Alberta,May,2018,454.0
Alberta,June,2018,337.0
Alberta,July,2018,166.0
Alberta,August,2018,178.0
Alberta,September,2018,62.0
Alberta,October,2018,53.0
Alberta,November,2018,9.0
Alberta,December,2018,3.0
British Columbia,January,2018,1.0
British Columbia,February,2018,
British Columbia,March,2018,14.0
British Columbia,April,2018,51.0
British Columbia,May,2018,178.0
British Columbia,June,2018,327.0
British Columbia,July,2018,684.0
British Columbia,August,2018,766.0
British Columbia,September,2018,52.0
British Columbia,October,2018,45.0
British Columbia,November,2018,2.0
British Columbia,December,2018,2.0
Manitoba,January,2018,
Manitoba,February,2018,
Manitoba,March,2018,
Manitoba,April,2018,33.0
Manitoba,May,2018,176.0
Manitoba,June,2018,97.0
Manitoba,July,2018,108.0
Manitoba,August,2018,54.0
Manitoba,September,2018,15.0
Manitoba,October,2018,
Manitoba,November,2018,
Manitoba,December,2018,
New Brunswick,March,2018,
New Brunswick,April,2018,37.0
New Brunswick,May,2018,124.0
New Brunswick,June,2018,34.0
New Brunswick,July,2018,40.0
New Brunswick,August,2018,15.0
New Brunswick,September,2018,31.0
New Brunswick,October,2018,4.0
New Brunswick,November,2018,
New Brunswick,December,2018,
Newfoundland and Labrador,January,2018,
Newfoundland and Labrador,March,2018,
Newfoundland and Labrador,April,2018,12.0
Newfoundland and Labrador,May,2018,41.0
Newfoundland and Labrador,June,2018,18.0
Newfoundland and Labrador,July,2018,19.0
Newfoundland and Labrador,August,2018,24.0
Newfoundland and Labrador,September,2018,14.0
Newfoundland and Labrador,October,2018,3.0
Newfoundland and Labrador,November,2018,
Newfoundland and Labrador,December,2018,
Northwest Territories,January,2018,
Northwest Territories,February,2018,
Northwest Territories,April,2018,
Northwest Territories,May,2018,4.0
Northwest Territories,June,2018,14.0
Northwest Territories,July,2018,35.0
Northwest Territories,August,2018,7.0
Northwest Territories,September,2018,2.0
Northwest Territories,October,2018,
Northwest Territories,November,2018,1.0
Northwest Territories,December,2018,
Nova Scotia,January,2018,
Nova Scotia,March,2018,2.0
Nova Scotia,April,2018,51.0
Nova Scotia,May,2018,54.0
Nova Scotia,June,2018,26.0
Nova Scotia,July,2018,24.0
Nova Scotia,August,2018,17.0
Nova Scotia,September,2018,22.0
Nova Scotia,October,2018,
Nova Scotia,November,2018,
Ontario,January,2018,
Ontario,February,2018,
Ontario,March,2018,5.0
Ontario,April,2018,18.0
Ontario,May,2018,191.0
Ontario,June,2018,245.0
Ontario,July,2018,524.0
Ontario,August,2018,300.0
Ontario,September,2018,55.0
Ontario,October,2018,
Ontario,November,2018,
Ontario,December,2018,1.0
Prince Edward Island,January,2018,
Prince Edward Island,February,2018,
Prince Edward Island,March,2018,
Prince Edward Island,April,2018,
Prince Edward Island,May,2018,
Prince Edward Island,June,2018,
Prince Edward Island,July,2018,
Prince Edward Island,August,2018,
Prince Edward Island,September,2018,
Prince Edward Island,October,2018,
Prince Edward Island,November,2018,
Prince Edward Island,December,2018,
Quebec,February,2018,
Quebec,March,2018,
Quebec,April,2018,12.0
Quebec,May,2018,190.0
Quebec,June,2018,124.0
Quebec,July,2018,201.0
Quebec,August,2018,38.0
Quebec,September,2018,18.0
Quebec,October,2018,13.0
Quebec,November,2018,1.0
Quebec,December,2018,
Saskatchewan,January,2018,
Saskatchewan,February,2018,
Saskatchewan,March,2018,
Saskatchewan,April,2018,50.0
Saskatchewan,May,2018,178.0
Saskatchewan,June,2018,125.0
Saskatchewan,July,2018,61.0
Saskatchewan,August,2018,30.0
Saskatchewan,September,2018,1.0
Saskatchewan,October,2018,7.0
Saskatchewan,November,2018,
Saskatchewan,December,2018,
Yukon,January,2018,
Yukon,March,2018,
Yukon,April,2018,1.0
Yukon,May,2018,6.0
Yukon,June,2018,11.0
Yukon,July,2018,21.0
Yukon,August,2018,11.0
Yukon,September,2018,1.0
Yukon,October,2018,
Yukon,November,2018,
Yukon,December,2018,
Alberta,January,2019,17.0
Alberta,February,2019,1.0
Alberta,March,2019,34.0
Alberta,April,2019,188.0
Alberta,May,2019,315.0
Alberta,June,2019,180.0
Alberta,July,2019,219.0
Alberta,August,2019,78.0
Alberta,September,2019,30.0
Alberta,October,2019,17.0
Alberta,November,2019,1.0
Alberta,December,2019,1.0
British Columbia,January,2019,
British Columbia,February,2019,1.0
British Columbia,March,2019,27.0
British Columbia,April,2019,87.0
British Columbia,May,2019,135.0
British Columbia,June,2019,194.0
British Columbia,July,2019,155.0
British Columbia,August,2019,126.0
British Columbia,September,2019,95.0
British Columbia,October,2019,16.0
British Columbia,November,2019,7.0
British Columbia,December,2019,
Manitoba,January,2019,
Manitoba,February,2019,
Manitoba,March,2019,
Manitoba,April,2019,21.0
Manitoba,May,2019,81.0
Manitoba,June,2019,60.0
Manitoba,July,2019,86.0
Manitoba,August,2019,35.0
Manitoba,September,2019,1.0
Manitoba,October,2019,
Manitoba,November,2019,
Manitoba,December,2019,
New Brunswick,March,2019,
New Brunswick,April,2019,12.0
New Brunswick,May,2019,88.0
New Brunswick,June,2019,19.0
New Brunswick,July,2019,21.0
New Brunswick,August,2019,32.0
New Brunswick,September,2019,5.0
New Brunswick,October,2019,6.0
New Brunswick,November,2019,
New Brunswick,December,2019,
Newfoundland and Labrador,January,2019,
Newfoundland and Labrador,March,2019,6.0
Newfoundland and Labrador,April,2019,1.0
Newfoundland and Labrador,May,2019,44.0
Newfoundland and Labrador,June,2019,8.0
Newfoundland and Labrador,July,2019,11.0
Newfoundland and Labrador,August,2019,16.0
Newfoundland and Labrador,September,2019,11.0
Newfoundland and Labrador,October,2019,2.0
Newfoundland and Labrador,November,2019,
Newfoundland and Labrador,December,2019,
Northwest Territories,January,2019,
Northwest Territories,February,2019,
Northwest Territories,April,2019,6.0
Northwest Territories,May,2019,8.0
Northwest Territories,June,2019,32.0
Northwest Territories,July,2019,88.0
Northwest Territories,August,2019,11.0
Northwest Territories,September,2019,
Northwest Territories,October,2019,1.0
Northwest Territories,November,2019,1.0
Northwest Territories,December,2019,
Nova Scotia,January,2019,
Nova Scotia,March,2019,17.0
Nova Scotia,April,2019,16.0
Nova Scotia,May,2019,45.0
Nova Scotia,June,2019,13.0
Nova Scotia,July,2019,7.0
Nova Scotia,August,2019,34.0
Nova Scotia,September,2019,9.0
Nova Scotia,October,2019,2.0
Nova Scotia,November,2019,
Ontario,January,2019,
Ontario,February,2019,
Ontario,March,2019,2.0
Ontario,April,2019,19.0
Ontario,May,2019,58.0
Ontario,June,2019,103.0
Ontario,July,2019,152.0
Ontario,August,2019,193.0
Ontario,September,2019,10.0
Ontario,October,2019,4.0
Ontario,November,2019,
Ontario,December,2019,
Prince Edward Island,January,2019,
Prince Edward Island,February,2019,
Prince Edward Island,March,2019,
Prince Edward Island,April,2019,
Prince Edward Island,May,2019,
Prince Edward Island,June,2019,
Prince Edward Island,July,2019,
Prince Edward Island,August,2019,
Prince Edward Island,September,2019,
Prince Edward Island,October,2019,
Prince Edward Island,November,2019,
Prince Edward Island,December,2019,
Quebec,February,2019,
Quebec,March,2019,
Quebec,April,2019,3.0
Quebec,May,2019,54.0
Quebec,June,2019,59.0
Quebec,July,2019,120.0
Quebec,August,2019,96.0
Quebec,September,2019,21.0
Quebec,October,2019,9.0
Quebec,November,2019,
Quebec,December,2019,
Saskatchewan,January,2019,1.0
Saskatchewan,February,2019,
Saskatchewan,March,2019,
Saskatchewan,April,2019,41.0
Saskatchewan,May,2019,73.0
Saskatchewan,June,2019,59.0
Saskatchewan,July,2019,58.0
Saskatchewan,August,2019,14.0
Saskatchewan,September,2019,2.0
Saskatchewan,October,2019,3.0
Saskatchewan,November,2019,2.0
Saskatchewan,December,2019,5.0
Yukon,January,2019,
Yukon,March,2019,
Yukon,April,2019,4.0
Yukon,May,2019,25.0
Yukon,June,2019,18.0
Yukon,July,2019,64.0
Yukon,August,2019,4.0
Yukon,September,2019,3.0
Yukon,October,2019,
Yukon,November,2019,
Yukon,December,2019,
Alberta,January,2020,1.0
Alberta,February,2020,1.0
Alberta,March,2020,4.0
Alberta,April,2020,68.0
Alberta,May,2020,209.0
Alberta,June,2020,83.0
Alberta,July,2020,78.0
Alberta,August,2020,208.0
Alberta,September,2020,82.0
Alberta,October,2020,49.0
Alberta,November,2020,9.0
Alberta,December,2020,8.0
British Columbia,January,2020,
British Columbia,February,2020,
British Columbia,March,2020,19.0
British Columbia,April,2020,92.0
British Columbia,May,2020,66.0
British Columbia,June,2020,31.0
British Columbia,July,2020,115.0
British Columbia,August,2020,283.0
British Columbia,September,2020,62.0
British Columbia,October,2020,13.0
British Columbia,November,2020,2.0
British Columbia,December,2020,1.0
Manitoba,January,2020,
Manitoba,February,2020,
Manitoba,March,2020,
Manitoba,April,2020,11.0
Manitoba,May,2020,38.0
Manitoba,June,2020,24.0
Manitoba,July,2020,41.0
Manitoba,August,2020,36.0
Manitoba,September,2020,4.0
Manitoba,October,2020,1.0
Manitoba,November,2020,
Manitoba,December,2020,
New Brunswick,March,2020,
New Brunswick,April,2020,100.0
New Brunswick,May,2020,127.0
New Brunswick,June,2020,72.0
New Brunswick,July,2020,27.0
New Brunswick,August,2020,64.0
New Brunswick,September,2020,49.0
New Brunswick,October,2020,22.0
New Brunswick,November,2020,5.0
New Brunswick,December,2020,
Newfoundland and Labrador,January,2020,
Newfoundland and Labrador,March,2020,
Newfoundland and Labrador,April,2020,12.0
Newfoundland and Labrador,May,2020,17.0
Newfoundland and Labrador,June,2020,6.0
Newfoundland and Labrador,July,2020,25.0
Newfoundland and Labrador,August,2020,27.0
Newfoundland and Labrador,September,2020,5.0
Newfoundland and Labrador,October,2020,
Newfoundland and Labrador,November,2020,4.0
Newfoundland and Labrador,December,2020,1.0
Northwest Territories,January,2020,
Northwest Territories,February,2020,
Northwest Territories,April,2020,
Northwest Territories,May,2020,1.0
Northwest Territories,June,2020,47.0
Northwest Territories,July,2020,15.0
Northwest Territories,August,2020,7.0
Northwest Territories,September,2020,
Northwest Territories,October,2020,
Northwest Territories,November,2020,
Northwest Territories,December,2020,
Nova Scotia,January,2020,
Nova Scotia,March,2020,5.0
Nova Scotia,April,2020,38.0
Nova Scotia,May,2020,50.0
Nova Scotia,June,2020,22.0
Nova Scotia,July,2020,11.0
Nova Scotia,August,2020,43.0
Nova Scotia,September,2020,5.0
Nova Scotia,October,2020,4.0
Nova Scotia,November,2020,
Ontario,January,2020,
Ontario,February,2020,
Ontario,March,2020,2.0
Ontario,April,2020,22.0
Ontario,May,2020,86.0
Ontario,June,2020,70.0
Ontario,July,2020,303.0
Ontario,August,2020,115.0
Ontario,September,2020,13.0
Ontario,October,2020,3.0
Ontario,November,2020,
Ontario,December,2020,
Prince Edward Island,January,2020,
Prince Edward Island,February,2020,
Prince Edward Island,March,2020,
Prince Edward Island,April,2020,
Prince Edward Island,May,2020,
Prince Edward Island,June,2020,
Prince Edward Island,July,2020,
Prince Edward Island,August,2020,
Prince Edward Island,September,2020,
Prince Edward Island,October,2020,
Prince Edward Island,November,2020,
Prince Edward Island,December,2020,
Quebec,February,2020,
Quebec,March,2020,2.0
Quebec,April,2020,81.0
Quebec,May,2020,277.0
Quebec,June,2020,174.0
Quebec,July,2020,105.0
Quebec,August,2020,36.0
Quebec,September,2020,27.0
Quebec,October,2020,3.0
Quebec,November,2020,7.0
Quebec,December,2020,
Saskatchewan,January,2020,1.0
Saskatchewan,February,2020,2.0
Saskatchewan,March,2020,2.0
Saskatchewan,April,2020,12.0
Saskatchewan,May,2020,49.0
Saskatchewan,June,2020,35.0
Saskatchewan,July,2020,26.0
Saskatchewan,August,2020,31.0
Saskatchewan,September,2020,27.0
Saskatchewan,October,2020,8.0
Saskatchewan,November,2020,8.0
Saskatchewan,December,2020,
Yukon,January,2020,
Yukon,March,2020,
Yukon,April,2020,
Yukon,May,2020,7.0
Yukon,June,2020,10.0
Yukon,July,2020,4.0
Yukon,August,2020,1.0
Yukon,September,2020,2.0
Yukon,October,2020,
Yukon,November,2020,
Yukon,December,2020,
Alberta,January,2021,8.0
Alberta,February,2021,1.0
Alberta,March,2021,34.0
Alberta,April,2021,153.0
Alberta,May,2021,282.0
Alberta,June,2021,189.0
Alberta,July,2021,396.0
Alberta,August,2021,175.0
Alberta,September,2021,94.0
Alberta,October,2021,66.0
Alberta,November,2021,22.0
Alberta,December,2021,6.0
British Columbia,January,2021,2.0
British Columbia,February,2021,
British Columbia,March,2021,21.0
British Columbia,April,2021,145.0
British Columbia,May,2021,110.0
British Columbia,June,2021,255.0
British Columbia,July,2021,784.0
British Columbia,August,2021,263.0
British Columbia,September,2021,53.0
British Columbia,October,2021,24.0
British Columbia,November,2021,4.0
British Columbia,December,2021,2.0
Manitoba,January,2021,
Manitoba,February,2021,
Manitoba,March,2021,3.0
Manitoba,April,2021,22.0
Manitoba,May,2021,59.0
Manitoba,June,2021,40.0
Manitoba,July,2021,275.0
Manitoba,August,2021,56.0
Manitoba,September,2021,19.0
Manitoba,October,2021,22.0
Manitoba,November,2021,1.0
Manitoba,December,2021,
New Brunswick,March,2021,3.0
New Brunswick,April,2021,52.0
New Brunswick,May,2021,58.0
New Brunswick,June,2021,30.0
New Brunswick,July,2021,7.0
New Brunswick,August,2021,17.0
New Brunswick,September,2021,6.0
New Brunswick,October,2021,6.0
New Brunswick,November,2021,
New Brunswick,December,2021,
Newfoundland and Labrador,January,2021,
Newfoundland and Labrador,March,2021,2.0
Newfoundland and Labrador,April,2021,6.0
Newfoundland and Labrador,May,2021,21.0
Newfoundland and Labrador,June,2021,16.0
Newfoundland and Labrador,July,2021,15.0
Newfoundland and Labrador,August,2021,22.0
Newfoundland and Labrador,September,2021,5.0
Newfoundland and Labrador,October,2021,
Newfoundland and Labrador,November,2021,2.0
Newfoundland and Labrador,December,2021,
Northwest Territories,January,2021,
Northwest Territories,February,2021,
Northwest Territories,April,2021,
Northwest Territories,May,2021,2.0
Northwest Territories,June,2021,37.0
Northwest Territories,July,2021,100.0
Northwest Territories,August,2021,11.0
Northwest Territories,September,2021,
Northwest Territories,October,2021,
Northwest Territories,November,2021,
Northwest Territories,December,2021,
Nova Scotia,January,2021,
Nova Scotia,March,2021,7.0
Nova Scotia,April,2021,45.0
Nova Scotia,May,2021,30.0
Nova Scotia,June,2021,27.0
Nova Scotia,July,2021,1.0
Nova Scotia,August,2021,2.0
Nova Scotia,September,2021,1.0
Nova Scotia,October,2021,
Nova Scotia,November,2021,
Ontario,January,2021,
Ontario,February,2021,
Ontario,March,2021,15.0
Ontario,April,2021,29.0
Ontario,May,2021,116.0
Ontario,June,2021,332.0
Ontario,July,2021,572.0
Ontario,August,2021,123.0
Ontario,September,2021,16.0
Ontario,October,2021,3.0
Ontario,November,2021,
Ontario,December,2021,
Prince Edward Island,January,2021,
Prince Edward Island,February,2021,
Prince Edward Island,March,2021,
Prince Edward Island,April,2021,
Prince Edward Island,May,2021,
Prince Edward Island,June,2021,
Prince Edward Island,July,2021,
Prince Edward Island,August,2021,
Prince Edward Island,September,2021,
Prince Edward Island,October,2021,
Prince Edward Island,November,2021,
Prince Edward Island,December,2021,
Quebec,February,2021,
Quebec,March,2021,1.0
Quebec,April,2021,115.0
Quebec,May,2021,165.0
Quebec,June,2021,162.0
Quebec,July,2021,37.0
Quebec,August,2021,93.0
Quebec,September,2021,37.0
Quebec,October,2021,12.0
Quebec,November,2021,7.0
Quebec,December,2021,
Saskatchewan,January,2021,
Saskatchewan,February,2021,
Saskatchewan,March,2021,2.0
Saskatchewan,April,2021,51.0
Saskatchewan,May,2021,85.0
Saskatchewan,June,2021,65.0
Saskatchewan,July,2021,303.0
Saskatchewan,August,2021,92.0
Saskatchewan,September,2021,16.0
Saskatchewan,October,2021,26.0
Saskatchewan,November,2021,1.0
Saskatchewan,December,2021,1.0
Yukon,January,2021,
Yukon,March,2021,
Yukon,April,2021,1.0
Yukon,May,2021,3.0
Yukon,June,2021,28.0
Yukon,July,2021,70.0
Yukon,August,2021,12.0
Yukon,September,2021,
Yukon,October,2021,
Yukon,November,2021,
Yukon,December,2021,
Alberta,January,2022,1.0
Alberta,February,2022,6.0
Alberta,March,2022,21.0
Alberta,April,2022,132.0
Alberta,May,2022,226.0
Alberta,June,2022,153.0
Alberta,July,2022,272.0
Alberta,August,2022,284.0
Alberta,September,2022,120.0
Alberta,October,2022,135.0
Alberta,November,2022,18.0
Alberta,December,2022,4.0
British Columbia,January,2022,
British Columbia,February,2022,2.0
British Columbia,March,2022,14.0
British Columbia,April,2022,81.0
British Columbia,May,2022,57.0
British Columbia,June,2022,73.0
British Columbia,July,2022,279.0
British Columbia,August,2022,935.0
British Columbia,September,2022,192.0
British Columbia,October,2022,169.0
British Columbia,November,2022,15.0
British Columbia,December,2022,1.0
Manitoba,January,2022,
Manitoba,February,2022,
Manitoba,March,2022,
Manitoba,April,2022,1.0
Manitoba,May,2022,6.0
Manitoba,June,2022,21.0
Manitoba,July,2022,89.0
Manitoba,August,2022,70.0
Manitoba,September,2022,36.0
Manitoba,October,2022,4.0
Manitoba,November,2022,
Manitoba,December,2022,
New Brunswick,March,2022,1.0
New Brunswick,April,2022,36.0
New Brunswick,May,2022,99.0
New Brunswick,June,2022,13.0
New Brunswick,July,2022,15.0
New Brunswick,August,2022,12.0
New Brunswick,September,2022,11.0
New Brunswick,October,2022,9.0
New Brunswick,November,2022,17.0
New Brunswick,December,2022,1.0
Newfoundland and Labrador,January,2022,
Newfoundland and Labrador,March,2022,
Newfoundland and Labrador,April,2022,2.0
Newfoundland and Labrador,May,2022,27.0
Newfoundland and Labrador,June,2022,19.0
Newfoundland and Labrador,July,2022,34.0
Newfoundland and Labrador,August,2022,13.0
Newfoundland and Labrador,September,2022,10.0
Newfoundland and Labrador,October,2022,15.0
Newfoundland and Labrador,November,2022,3.0
Newfoundland and Labrador,December,2022,
Northwest Territories,January,2022,
Northwest Territories,February,2022,
Northwest Territories,April,2022,
Northwest Territories,May,2022,7.0
Northwest Territories,June,2022,71.0
Northwest Territories,July,2022,118.0
Northwest Territories,August,2022,63.0
Northwest Territories,September,2022,6.0
Northwest Territories,October,2022,6.0
Northwest Territories,November,2022,2.0
Northwest Territories,December,2022,1.0
Nova Scotia,January,2022,
Nova Scotia,March,2022,
Nova Scotia,April,2022,13.0
Nova Scotia,May,2022,58.0
Nova Scotia,June,2022,7.0
Nova Scotia,July,2022,32.0
Nova Scotia,August,2022,10.0
Nova Scotia,September,2022,30.0
Nova Scotia,October,2022,2.0
Nova Scotia,November,2022,
Ontario,January,2022,
Ontario,February,2022,
Ontario,March,2022,2.0
Ontario,April,2022,5.0
Ontario,May,2022,72.0
Ontario,June,2022,32.0
Ontario,July,2022,63.0
Ontario,August,2022,63.0
Ontario,September,2022,28.0
Ontario,October,2022,9.0
Ontario,November,2022,7.0
Ontario,December,2022,
Prince Edward Island,January,2022,
Prince Edward Island,February,2022,
Prince Edward Island,March,2022,
Prince Edward Island,April,2022,
Prince Edward Island,May,2022,
Prince Edward Island,June,2022,
Prince Edward Island,July,2022,
Prince Edward Island,August,2022,
Prince Edward Island,September,2022,
Prince Edward Island,October,2022,
Prince Edward Island,November,2022,
Prince Edward Island,December,2022,
Quebec,February,2022,
Quebec,March,2022,
Quebec,April,2022,37.0
Quebec,May,2022,219.0
Quebec,June,2022,21.0
Quebec,July,2022,49.0
Quebec,August,2022,51.0
Quebec,September,2022,24.0
Quebec,October,2022,16.0
Quebec,November,2022,35.0
Quebec,December,2022,1.0
Saskatchewan,January,2022,
Saskatchewan,February,2022,
Saskatchewan,March,2022,2.0
Saskatchewan,April,2022,11.0
Saskatchewan,May,2022,90.0
Saskatchewan,June,2022,71.0
Saskatchewan,July,2022,131.0
Saskatchewan,August,2022,71.0
Saskatchewan,September,2022,49.0
Saskatchewan,October,2022,25.0
Saskatchewan,November,2022,
Saskatchewan,December,2022,
Yukon,January,2022,
Yukon,March,2022,
Yukon,April,2022,
Yukon,May,2022,
Yukon,June,2022,
Yukon,July,2022,
Yukon,August,2022,
Yukon,September,2022,
Yukon,October,2022,
Yukon,November,2022,
Yukon,December,2022,
Alberta,January,2023,
Alberta,February,2023,
Alberta,March,2023,
Alberta,April,2023,
Alberta,May,2023,
Alberta,June,2023,
Alberta,July,2023,
Alberta,August,2023,
Alberta,September,2023,
Alberta,October,2023,
Alberta,November,2023,
Alberta,December,2023,
British Columbia,January,2023,
British Columbia,February,2023,
British Columbia,March,2023,
British Columbia,April,2023,
British Columbia,May,2023,
British Columbia,June,2023,
British Columbia,July,2023,
British Columbia,August,2023,
British Columbia,September,2023,
British Columbia,October,2023,
British Columbia,November,2023,
British Columbia,December,2023,
Manitoba,January,2023,
Manitoba,February,2023,
Manitoba,March,2023,
Manitoba,April,2023,
Manitoba,May,2023,
Manitoba,June,2023,
Manitoba,July,2023,
Manitoba,August,2023,
Manitoba,September,2023,
Manitoba,October,2023,
Manitoba,November,2023,
Manitoba,December,2023,
New Brunswick,March,2023,
New Brunswick,April,2023,
New Brunswick,May,2023,
New Brunswick,June,2023,
New Brunswick,July,2023,
New Brunswick,August,2023,
New Brunswick,September,2023,
New Brunswick,October,2023,
New Brunswick,November,2023,
New Brunswick,December,2023,
Newfoundland and Labrador,January,2023,
Newfoundland and Labrador,March,2023,
Newfoundland and Labrador,April,2023,
Newfoundland and Labrador,May,2023,
Newfoundland and Labrador,June,2023,
Newfoundland and Labrador,July,2023,
Newfoundland and Labrador,August,2023,
Newfoundland and Labrador,September,2023,
Newfoundland and Labrador,October,2023,
Newfoundland and Labrador,November,2023,
Newfoundland and Labrador,December,2023,
Northwest Territories,January,2023,
Northwest Territories,February,2023,
Northwest Territories,April,2023,
Northwest Territories,May,2023,
Northwest Territories,June,2023,
Northwest Territories,July,2023,
Northwest Territories,August,2023,
Northwest Territories,September,2023,
Northwest Territories,October,2023,
Northwest Territories,November,2023,
Northwest Territories,December,2023,
Nova Scotia,January,2023,
Nova Scotia,March,2023,
Nova Scotia,April,2023,
Nova Scotia,May,2023,
Nova Scotia,June,2023,
Nova Scotia,July,2023,
Nova Scotia,August,2023,
Nova Scotia,September,2023,
Nova Scotia,October,2023,
Nova Scotia,November,2023,
Ontario,January,2023,
Ontario,February,2023,
Ontario,March,2023,
Ontario,April,2023,
Ontario,May,2023,
Ontario,June,2023,
Ontario,July,2023,
Ontario,August,2023,
Ontario,September,2023,
Ontario,October,2023,
Ontario,November,2023,
Ontario,December,2023,
Prince Edward Island,January,2023,
Prince Edward Island,February,2023,
Prince Edward Island,March,2023,
Prince Edward Island,April,2023,
Prince Edward Island,May,2023,
Prince Edward Island,June,2023,
Prince Edward Island,July,2023,
Prince Edward Island,August,2023,
Prince Edward Island,September,2023,
Prince Edward Island,October,2023,
Prince Edward Island,November,2023,
Prince Edward Island,December,2023,
Quebec,February,2023,
Quebec,March,2023,
Quebec,April,2023,
Quebec,May,2023,
Quebec,June,2023,
Quebec,July,2023,
Quebec,August,2023,
Quebec,September,2023,
Quebec,October,2023,
Quebec,November,2023,
Quebec,December,2023,
Saskatchewan,January,2023,
Saskatchewan,February,2023,
Saskatchewan,March,2023,
Saskatchewan,April,2023,
Saskatchewan,May,2023,
Saskatchewan,June,2023,
Saskatchewan,July,2023,
Saskatchewan,August,2023,
Saskatchewan,September,2023,
Saskatchewan,October,2023,
Saskatchewan,November,2023,
Saskatchewan,December,2023,
Yukon,January,2023,
Yukon,March,2023,
Yukon,April,2023,
Yukon,May,2023,
Yukon,June,2023,
Yukon,July,2023,
Yukon,August,2023,
Yukon,September,2023,
Yukon,October,2023,
Yukon,November,2023,
Yukon,December,2023,
